No,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,Season
29346,5,17,87.0,87.0,4.0,20.0,700.0,266.0,31.9,1004.5,17.8,0.0,SSW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29347,5,18,80.0,80.0,5.0,21.0,800.0,248.0,31.2,1004.7,17.9,0.0,SSW,2.7,Aotizhongxin,2016-07-01,Musim Panas
29348,5,19,83.0,83.0,4.0,22.0,800.0,226.0,30.5,1005.2,17.9,0.0,SSW,2.3,Aotizhongxin,2016-07-01,Musim Panas
29349,5,20,85.0,85.0,3.0,20.0,800.0,216.0,29.7,1005.3,18.2,0.0,SSW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29350,5,21,84.0,84.0,4.0,25.0,900.0,216.0,29.2,1006.1,18.0,0.0,SSW,1.9,Aotizhongxin,2016-07-01,Musim Panas
29351,5,22,91.0,91.0,5.0,26.0,1000.0,212.0,28.7,1006.6,18.5,0.0,SSW,1.8,Aotizhongxin,2016-07-01,Musim Panas
29352,5,23,107.0,107.0,6.0,31.0,1200.0,201.0,28.3,1006.7,18.1,0.0,SSW,2.2,Aotizhongxin,2016-07-01,Musim Panas
29353,6,0,95.0,95.0,7.0,25.0,1000.0,183.0,27.4,1006.9,17.3,0.0,SSW,2.3,Aotizhongxin,2016-07-01,Musim Panas
29354,6,1,81.0,81.0,8.0,26.0,900.0,132.0,26.7,1007.5,16.0,0.0,SSW,2.7,Aotizhongxin,2016-07-01,Musim Panas
29355,6,2,69.0,69.0,6.0,30.0,900.0,99.0,26.2,1007.8,15.6,0.0,SW,2.2,Aotizhongxin,2016-07-01,Musim Panas
29356,6,3,51.0,51.0,6.0,25.0,700.0,95.0,25.7,1007.7,15.7,0.0,WSW,1.2,Aotizhongxin,2016-07-01,Musim Panas
29357,6,4,35.0,47.0,5.0,26.0,700.0,79.0,24.4,1007.6,16.4,0.0,W,0.8,Aotizhongxin,2016-07-01,Musim Panas
29358,6,5,50.0,60.0,3.0,27.0,800.0,63.0,23.2,1007.7,17.0,0.0,W,0.7,Aotizhongxin,2016-07-01,Musim Panas
29359,6,6,54.0,79.0,3.0,39.0,800.0,42.0,23.1,1008.0,18.0,0.0,E,1.0,Aotizhongxin,2016-07-01,Musim Panas
29360,6,7,65.0,73.0,4.0,66.0,1000.0,15.0,25.5,1008.6,17.4,0.0,ENE,1.1,Aotizhongxin,2016-07-01,Musim Panas
29361,6,8,75.0,97.0,6.0,64.0,1200.0,27.0,27.8,1009.0,18.2,0.0,ESE,0.9,Aotizhongxin,2016-07-01,Musim Panas
29362,6,9,85.0,111.0,7.0,68.0,1200.0,42.0,28.6,1008.8,17.8,0.0,SSW,1.1,Aotizhongxin,2016-07-01,Musim Panas
29363,6,10,100.0,115.0,8.0,52.0,1100.0,105.0,30.0,1008.6,18.4,0.0,NNW,1.2,Aotizhongxin,2016-07-01,Musim Panas
29364,6,11,101.0,103.0,7.0,43.0,1100.0,153.0,31.6,1008.2,18.2,0.0,WSW,1.3,Aotizhongxin,2016-07-01,Musim Panas
29365,6,12,105.0,105.0,5.0,28.0,900.0,206.0,32.0,1007.7,17.1,0.0,SW,2.1,Aotizhongxin,2016-07-01,Musim Panas
29366,6,13,90.0,90.0,4.0,16.0,700.0,251.0,33.4,1007.2,15.9,0.0,SSW,1.9,Aotizhongxin,2016-07-01,Musim Panas
29367,6,14,74.0,74.0,5.0,12.0,700.0,248.0,33.5,1006.7,15.9,0.0,SW,2.8,Aotizhongxin,2016-07-01,Musim Panas
29368,6,15,62.0,62.0,4.0,11.0,600.0,232.0,33.9,1006.6,15.4,0.0,SSW,3.0,Aotizhongxin,2016-07-01,Musim Panas
29369,6,16,48.0,48.0,4.0,13.0,500.0,211.0,33.7,1006.3,15.2,0.0,SE,2.5,Aotizhongxin,2016-07-01,Musim Panas
29370,6,17,41.0,49.0,4.0,15.0,500.0,214.0,33.5,1005.7,15.9,0.0,SW,2.3,Aotizhongxin,2016-07-01,Musim Panas
29371,6,18,42.0,64.0,4.0,19.0,600.0,220.0,32.8,1005.7,15.3,0.0,SSW,2.0,Aotizhongxin,2016-07-01,Musim Panas
29372,6,19,47.0,53.0,4.0,23.0,700.0,224.0,32.0,1005.7,15.9,0.0,SSW,2.0,Aotizhongxin,2016-07-01,Musim Panas
29373,6,20,51.0,65.0,4.0,28.0,800.0,220.0,31.1,1005.9,15.5,0.0,S,1.3,Aotizhongxin,2016-07-01,Musim Panas
29374,6,21,66.0,96.0,4.0,28.0,1000.0,219.0,30.0,1006.6,17.1,0.0,SE,1.4,Aotizhongxin,2016-07-01,Musim Panas
29375,6,22,80.0,92.0,6.0,34.0,1200.0,204.0,29.0,1006.8,18.5,0.0,SSE,2.1,Aotizhongxin,2016-07-01,Musim Panas
29376,6,23,85.0,130.0,6.0,45.0,1400.0,165.0,28.3,1007.1,19.0,0.0,SSW,2.2,Aotizhongxin,2016-07-01,Musim Panas
29377,7,0,91.0,91.0,9.0,26.0,2000.0,163.0,28.0,1007.3,17.8,0.0,S,1.8,Aotizhongxin,2016-07-01,Musim Panas
29378,7,1,88.0,97.0,9.0,27.0,1900.0,141.0,27.4,1007.5,17.3,0.0,WSW,2.0,Aotizhongxin,2016-07-01,Musim Panas
29379,7,2,92.0,101.0,8.0,32.0,1800.0,119.0,27.0,1007.3,18.0,0.0,SW,1.8,Aotizhongxin,2016-07-01,Musim Panas
29380,7,3,91.0,91.0,9.0,25.0,1300.0,121.0,25.6,1007.3,18.3,0.0,ESE,1.7,Aotizhongxin,2016-07-01,Musim Panas
29381,7,4,98.0,98.0,8.0,32.0,1400.0,95.0,24.3,1007.4,19.1,0.0,E,1.3,Aotizhongxin,2016-07-01,Musim Panas
29382,7,5,105.0,105.0,7.0,40.0,1600.0,73.0,23.5,1007.9,20.4,0.0,E,1.6,Aotizhongxin,2016-07-01,Musim Panas
29383,7,6,145.0,200.0,4.0,46.0,1600.0,43.0,23.9,1008.2,20.6,0.0,E,1.6,Aotizhongxin,2016-07-01,Musim Panas
29384,7,7,129.0,129.0,3.0,37.0,1300.0,44.0,25.0,1008.4,20.9,0.0,ESE,1.9,Aotizhongxin,2016-07-01,Musim Panas
29385,7,8,120.0,120.0,5.0,41.0,1300.0,48.0,26.4,1008.4,20.9,0.0,SE,1.8,Aotizhongxin,2016-07-01,Musim Panas
29386,7,9,114.0,114.0,9.0,40.0,1300.0,76.0,27.8,1008.3,20.9,0.0,SE,1.0,Aotizhongxin,2016-07-01,Musim Panas
29387,7,10,119.0,119.0,11.0,39.0,1400.0,103.0,28.4,1008.1,20.4,0.0,E,1.6,Aotizhongxin,2016-07-01,Musim Panas
29388,7,11,124.0,124.0,13.0,37.0,1400.0,147.0,30.1,1008.0,20.4,0.0,ENE,1.5,Aotizhongxin,2016-07-01,Musim Panas
29389,7,12,123.0,123.0,14.0,32.0,1400.0,204.0,31.6,1007.2,18.9,0.0,SE,2.0,Aotizhongxin,2016-07-01,Musim Panas
29390,7,13,116.0,116.0,11.0,20.0,1100.0,252.0,32.6,1006.2,17.6,0.0,S,2.4,Aotizhongxin,2016-07-01,Musim Panas
29391,7,14,118.0,118.0,8.0,14.0,900.0,268.0,33.4,1005.7,17.6,0.0,SW,2.2,Aotizhongxin,2016-07-01,Musim Panas
29392,7,15,114.0,114.0,5.0,12.0,800.0,258.0,33.2,1005.4,17.4,0.0,S,2.4,Aotizhongxin,2016-07-01,Musim Panas
29393,7,16,106.0,106.0,5.0,12.0,700.0,246.0,34.0,1005.0,18.1,0.0,S,1.4,Aotizhongxin,2016-07-01,Musim Panas
29394,7,17,95.0,107.0,4.0,14.0,700.0,248.0,33.3,1004.7,18.3,0.0,S,2.8,Aotizhongxin,2016-07-01,Musim Panas
29395,7,18,111.0,128.0,5.0,27.0,800.0,245.0,32.7,1004.3,18.9,0.0,S,2.1,Aotizhongxin,2016-07-01,Musim Panas
29396,7,19,121.0,132.0,5.0,26.0,900.0,248.0,31.2,1004.7,20.5,0.0,SE,2.8,Aotizhongxin,2016-07-01,Musim Panas
29397,7,20,122.0,189.0,6.0,31.0,1000.0,246.0,30.3,1004.9,19.7,0.0,SSE,2.9,Aotizhongxin,2016-07-01,Musim Panas
29398,7,21,103.0,103.0,10.0,32.0,1000.0,207.0,29.6,1005.5,18.7,0.0,SSE,2.5,Aotizhongxin,2016-07-01,Musim Panas
29399,7,22,85.0,85.0,10.0,35.0,1000.0,167.0,29.1,1005.6,18.5,0.0,S,2.6,Aotizhongxin,2016-07-01,Musim Panas
29400,7,23,75.0,75.0,9.0,39.0,1000.0,135.0,28.5,1005.9,19.2,0.0,SSE,1.9,Aotizhongxin,2016-07-01,Musim Panas
29401,8,0,73.0,75.0,9.0,43.0,1000.0,112.0,27.4,1005.8,19.7,0.0,E,1.8,Aotizhongxin,2016-07-01,Musim Panas
29402,8,1,61.0,70.0,6.0,36.0,900.0,99.0,26.0,1005.9,20.6,0.0,E,1.9,Aotizhongxin,2016-07-01,Musim Panas
29403,8,2,64.0,127.0,6.0,52.0,900.0,37.0,24.9,1005.8,20.8,0.0,ESE,2.1,Aotizhongxin,2016-07-01,Musim Panas
29404,8,3,56.0,65.0,3.0,33.0,600.0,38.0,24.6,1005.8,20.9,0.0,E,2.2,Aotizhongxin,2016-07-01,Musim Panas
29405,8,4,61.0,61.0,4.0,28.0,700.0,36.0,24.1,1005.7,20.8,0.0,ESE,2.8,Aotizhongxin,2016-07-01,Musim Panas
29406,8,5,62.0,62.0,3.0,29.0,800.0,34.0,24.1,1005.6,21.0,0.0,ESE,2.0,Aotizhongxin,2016-07-01,Musim Panas
29407,8,6,60.0,60.0,3.0,29.0,900.0,39.0,24.4,1006.1,21.1,0.0,E,1.2,Aotizhongxin,2016-07-01,Musim Panas
29408,8,7,69.0,69.0,4.0,38.0,1100.0,30.0,24.9,1006.1,21.4,0.0,E,1.7,Aotizhongxin,2016-07-01,Musim Panas
29409,8,8,69.0,69.0,4.0,47.0,1300.0,21.0,25.3,1006.4,21.4,0.0,E,1.0,Aotizhongxin,2016-07-01,Musim Panas
29410,8,9,84.0,84.0,6.0,45.0,1300.0,30.0,26.5,1005.9,21.5,0.0,ESE,1.7,Aotizhongxin,2016-07-01,Musim Panas
29411,8,10,96.0,96.0,7.0,50.0,1500.0,41.0,27.3,1005.6,21.6,0.0,ENE,1.9,Aotizhongxin,2016-07-01,Musim Panas
29412,8,11,104.0,104.0,8.0,50.0,1800.0,57.0,28.0,1005.3,22.0,0.0,ENE,1.4,Aotizhongxin,2016-07-01,Musim Panas
29413,8,12,112.0,112.0,10.0,43.0,1700.0,103.0,29.8,1004.6,22.0,0.0,SE,2.1,Aotizhongxin,2016-07-01,Musim Panas
29414,8,13,128.0,128.0,10.0,44.0,1800.0,141.0,30.5,1003.9,22.4,0.0,ESE,2.9,Aotizhongxin,2016-07-01,Musim Panas
29415,8,14,130.0,130.0,12.0,39.0,1900.0,189.0,31.7,1003.2,22.1,0.0,SW,1.8,Aotizhongxin,2016-07-01,Musim Panas
29416,8,15,132.0,132.0,10.0,27.0,1700.0,239.0,32.2,1002.4,21.7,0.0,SE,1.6,Aotizhongxin,2016-07-01,Musim Panas
29417,8,16,122.0,122.0,7.0,22.0,1300.0,241.0,32.7,1001.8,20.9,0.0,S,2.6,Aotizhongxin,2016-07-01,Musim Panas
29418,8,17,117.0,117.0,7.0,20.0,1100.0,239.0,32.7,1001.2,20.6,0.0,S,2.1,Aotizhongxin,2016-07-01,Musim Panas
29419,8,18,110.0,110.0,5.0,23.0,1000.0,227.0,32.5,1001.0,19.7,0.0,SSW,2.4,Aotizhongxin,2016-07-01,Musim Panas
29420,8,19,101.0,101.0,5.0,24.0,1000.0,222.0,31.8,1001.3,21.0,0.0,SSW,2.0,Aotizhongxin,2016-07-01,Musim Panas
29421,8,20,105.0,114.0,5.0,28.0,1000.0,215.0,30.7,1001.7,23.4,0.0,SSE,1.9,Aotizhongxin,2016-07-01,Musim Panas
29422,8,21,116.0,182.0,4.0,33.0,1100.0,213.0,30.0,1002.0,22.7,0.0,SE,2.1,Aotizhongxin,2016-07-01,Musim Panas
29423,8,22,101.0,101.0,3.0,36.0,900.0,159.0,29.3,1002.3,21.8,0.0,S,1.8,Aotizhongxin,2016-07-01,Musim Panas
29424,8,23,52.0,52.0,5.0,38.0,600.0,100.0,28.7,1002.2,21.5,0.0,SSE,1.8,Aotizhongxin,2016-07-01,Musim Panas
29425,9,0,47.0,47.0,5.0,42.0,600.0,71.0,27.8,1002.4,21.8,0.0,ESE,1.7,Aotizhongxin,2016-07-01,Musim Panas
29426,9,1,46.0,46.0,4.0,52.0,600.0,41.0,27.3,1002.4,22.0,0.0,ESE,1.4,Aotizhongxin,2016-07-01,Musim Panas
29427,9,2,46.0,54.0,4.0,60.0,700.0,17.0,26.5,1002.2,22.1,0.0,E,1.2,Aotizhongxin,2016-07-01,Musim Panas
29428,9,3,58.0,58.0,4.0,61.0,800.0,9.0,25.9,1002.2,22.2,0.0,E,1.0,Aotizhongxin,2016-07-01,Musim Panas
29429,9,4,66.0,71.0,4.0,58.0,700.0,10.0,25.4,1002.1,22.3,0.0,ESE,1.0,Aotizhongxin,2016-07-01,Musim Panas
29430,9,5,62.0,62.0,3.0,54.0,600.0,11.0,25.2,1002.2,22.9,0.0,E,1.4,Aotizhongxin,2016-07-01,Musim Panas
29431,9,6,65.0,65.0,3.0,42.0,700.0,12.0,25.4,1002.4,23.1,0.0,NE,1.1,Aotizhongxin,2016-07-01,Musim Panas
29432,9,7,69.0,69.0,3.0,37.0,700.0,16.0,26.1,1002.7,23.2,0.0,ENE,1.2,Aotizhongxin,2016-07-01,Musim Panas
29433,9,8,77.0,77.0,4.0,40.0,700.0,19.0,27.3,1002.6,23.3,0.0,NE,1.3,Aotizhongxin,2016-07-01,Musim Panas
29434,9,9,88.0,88.0,4.0,37.0,800.0,32.0,27.9,1002.7,23.3,0.0,E,1.8,Aotizhongxin,2016-07-01,Musim Panas
29435,9,10,94.0,94.0,6.0,34.0,800.0,65.0,30.2,1002.5,23.4,0.0,NNE,0.9,Aotizhongxin,2016-07-01,Musim Panas
29436,9,11,103.0,103.0,6.0,34.0,1000.0,110.0,31.7,1001.8,23.3,0.0,SSE,1.4,Aotizhongxin,2016-07-01,Musim Panas
29437,9,12,103.0,103.0,7.0,34.0,1000.0,168.0,32.8,1000.9,22.6,0.0,SSE,2.2,Aotizhongxin,2016-07-01,Musim Panas
29438,9,13,106.0,106.0,6.0,31.0,900.0,209.0,34.0,1000.0,22.8,0.0,SW,2.8,Aotizhongxin,2016-07-01,Musim Panas
29439,9,14,98.0,98.0,6.0,19.0,800.0,228.0,34.7,999.1,21.7,0.0,SW,2.8,Aotizhongxin,2016-07-01,Musim Panas
29440,9,15,83.0,83.0,4.0,15.0,600.0,212.0,35.4,998.5,22.0,0.0,S,2.4,Aotizhongxin,2016-07-01,Gelombang Panas
29441,9,16,76.0,83.0,5.0,15.0,600.0,212.0,35.5,998.2,21.7,0.0,SSW,3.4,Aotizhongxin,2016-07-01,Gelombang Panas
29442,9,17,76.0,85.0,6.0,17.0,600.0,218.0,34.7,998.0,21.7,0.0,S,3.3,Aotizhongxin,2016-07-01,Musim Panas
29443,9,18,92.0,92.0,5.0,18.0,700.0,218.0,34.4,998.2,21.1,0.0,SSW,2.9,Aotizhongxin,2016-07-01,Musim Panas
29444,9,19,83.0,83.0,4.0,22.0,600.0,197.0,33.7,998.4,20.8,0.0,SW,3.3,Aotizhongxin,2016-07-01,Musim Panas
29445,9,20,89.0,89.0,3.0,22.0,700.0,196.0,32.8,998.4,22.0,0.0,S,1.7,Aotizhongxin,2016-07-01,Musim Panas
29446,9,21,91.0,111.0,4.0,29.0,800.0,184.0,32.2,998.9,21.7,0.0,S,1.5,Aotizhongxin,2016-07-01,Musim Panas
29447,9,22,91.0,119.0,3.0,28.0,800.0,162.0,31.5,999.1,22.5,0.0,SW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29448,9,23,80.0,99.0,3.0,26.0,700.0,124.0,30.7,999.3,22.6,0.0,SSW,2.3,Aotizhongxin,2016-07-01,Musim Panas
29449,10,0,67.0,73.0,3.0,25.0,600.0,96.0,30.1,999.4,22.5,0.0,SW,1.4,Aotizhongxin,2016-07-01,Musim Panas
29450,10,1,74.0,74.0,3.0,28.0,600.0,77.0,29.1,999.4,22.6,0.0,SSW,1.4,Aotizhongxin,2016-07-01,Musim Panas
29451,10,2,90.0,90.0,4.0,27.0,600.0,67.0,28.5,999.2,22.5,0.0,S,1.6,Aotizhongxin,2016-07-01,Musim Panas
29452,10,3,98.0,98.0,3.0,28.0,700.0,62.0,28.0,999.1,22.7,0.0,WSW,1.1,Aotizhongxin,2016-07-01,Musim Panas
29453,10,4,102.0,102.0,3.0,34.0,700.0,48.5,26.8,999.2,22.6,0.0,S,0.8,Aotizhongxin,2016-07-01,Musim Panas
29454,10,5,109.0,109.0,3.0,39.0,800.0,35.0,26.2,999.3,23.1,0.0,SSE,0.9,Aotizhongxin,2016-07-01,Musim Panas
29455,10,6,122.0,122.0,3.0,42.0,800.0,33.0,27.1,999.5,23.6,0.0,SE,0.7,Aotizhongxin,2016-07-01,Musim Panas
29456,10,7,130.0,130.0,3.0,49.0,800.0,30.0,28.4,999.7,23.5,0.0,WSW,0.9,Aotizhongxin,2016-07-01,Musim Panas
29457,10,8,124.0,129.0,4.0,62.0,900.0,31.0,29.9,999.9,23.6,0.0,E,0.9,Aotizhongxin,2016-07-01,Musim Panas
29458,10,9,135.0,136.0,4.0,65.0,900.0,53.0,30.6,999.9,23.5,0.0,E,1.0,Aotizhongxin,2016-07-01,Musim Panas
29459,10,10,145.0,145.0,5.0,61.0,900.0,89.0,32.0,999.4,23.3,0.0,S,1.5,Aotizhongxin,2016-07-01,Musim Panas
29460,10,11,143.0,143.0,5.0,52.0,1000.0,146.0,33.5,998.9,21.6,0.0,SSE,1.9,Aotizhongxin,2016-07-01,Musim Panas
29461,10,12,94.0,94.0,6.0,26.0,700.0,214.0,34.6,998.3,19.8,0.0,S,2.8,Aotizhongxin,2016-07-01,Musim Panas
29462,10,13,52.0,52.0,5.0,15.0,500.0,193.0,35.3,997.6,20.0,0.0,SW,3.0,Aotizhongxin,2016-07-01,Gelombang Panas
29463,10,14,49.0,49.0,6.0,13.0,500.0,196.0,35.8,996.9,19.7,0.0,SSW,2.9,Aotizhongxin,2016-07-01,Gelombang Panas
29464,10,15,45.0,45.0,7.0,13.0,500.0,190.0,35.9,996.3,20.2,0.0,SW,3.4,Aotizhongxin,2016-07-01,Gelombang Panas
29465,10,16,62.0,62.0,9.0,15.0,600.0,207.0,35.6,996.1,20.7,0.0,SSW,3.9,Aotizhongxin,2016-07-01,Gelombang Panas
29466,10,17,80.0,80.0,10.0,18.0,800.0,228.0,35.7,995.9,20.4,0.0,SSW,2.8,Aotizhongxin,2016-07-01,Gelombang Panas
29467,10,18,81.0,81.0,10.0,19.0,800.0,216.0,34.9,995.8,19.7,0.0,SSW,2.9,Aotizhongxin,2016-07-01,Musim Panas
29468,10,19,83.0,83.0,11.0,24.0,800.0,215.0,34.1,996.2,18.6,0.0,SSW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29469,10,20,74.0,74.0,10.0,25.0,700.0,192.0,33.5,996.7,19.2,0.0,S,2.3,Aotizhongxin,2016-07-01,Musim Panas
29470,10,21,64.0,78.0,8.0,33.0,600.0,148.0,33.1,997.4,19.6,0.0,SSW,3.4,Aotizhongxin,2016-07-01,Musim Panas
29471,10,22,59.0,96.0,4.0,26.0,400.0,137.0,32.3,997.8,20.9,0.0,SW,3.1,Aotizhongxin,2016-07-01,Musim Panas
29472,10,23,44.0,58.0,3.0,26.0,400.0,115.0,31.9,997.9,21.1,0.0,SW,2.9,Aotizhongxin,2016-07-01,Musim Panas
29473,11,0,37.0,63.0,3.0,25.0,400.0,104.0,31.2,997.6,21.4,0.0,SSW,2.1,Aotizhongxin,2016-07-01,Musim Panas
29474,11,1,36.0,54.0,4.0,26.0,400.0,91.0,30.3,997.3,21.4,0.0,SSW,2.5,Aotizhongxin,2016-07-01,Musim Panas
29475,11,2,47.0,64.0,9.0,26.0,500.0,81.0,29.8,997.0,21.5,0.0,SSW,2.7,Aotizhongxin,2016-07-01,Musim Panas
29476,11,3,57.0,73.0,7.0,29.0,500.0,73.0,29.1,996.9,21.3,0.0,SSW,2.2,Aotizhongxin,2016-07-01,Musim Panas
29477,11,4,66.0,70.0,6.0,26.0,500.0,74.0,28.8,996.8,21.3,0.0,SSW,1.8,Aotizhongxin,2016-07-01,Musim Panas
29478,11,5,75.0,86.0,6.0,29.0,500.0,64.0,28.5,996.7,21.5,0.0,S,1.6,Aotizhongxin,2016-07-01,Musim Panas
29479,11,6,81.0,90.0,6.0,37.0,600.0,51.0,28.4,996.7,21.7,0.0,SSE,1.0,Aotizhongxin,2016-07-01,Musim Panas
29480,11,7,91.0,96.0,7.0,42.0,700.0,50.0,28.8,996.6,21.8,0.0,S,2.0,Aotizhongxin,2016-07-01,Musim Panas
29481,11,8,102.0,110.0,7.0,50.0,800.0,52.0,29.8,996.9,22.0,0.0,SW,1.2,Aotizhongxin,2016-07-01,Musim Panas
29482,11,9,100.0,100.0,9.0,49.0,800.0,73.0,31.5,996.9,21.7,0.0,SW,2.4,Aotizhongxin,2016-07-01,Musim Panas
29483,11,10,102.0,102.0,11.0,39.0,800.0,105.0,31.9,996.3,21.4,0.0,WSW,3.5,Aotizhongxin,2016-07-01,Musim Panas
29484,11,11,103.0,103.0,11.0,24.0,700.0,136.0,32.6,996.3,21.5,0.0,SSW,3.4,Aotizhongxin,2016-07-01,Musim Panas
29485,11,12,94.0,94.0,14.0,17.0,800.0,158.0,33.4,995.9,20.5,0.0,SW,4.9,Aotizhongxin,2016-07-01,Musim Panas
29486,11,13,91.0,91.0,12.0,16.0,600.0,187.0,34.7,995.2,21.0,0.0,S,3.4,Aotizhongxin,2016-07-01,Musim Panas
29487,11,14,86.0,90.0,11.0,14.0,600.0,197.0,34.8,994.4,20.7,0.0,SSW,2.8,Aotizhongxin,2016-07-01,Musim Panas
29488,11,15,111.0,111.0,12.0,16.0,600.0,221.0,35.3,993.7,21.6,0.0,SW,3.9,Aotizhongxin,2016-07-01,Gelombang Panas
29489,11,16,106.0,106.0,11.0,16.0,500.0,212.0,35.5,993.3,20.2,0.0,SW,4.1,Aotizhongxin,2016-07-01,Gelombang Panas
29490,11,17,114.0,114.0,7.0,17.0,500.0,212.0,35.0,993.2,20.6,0.0,SW,3.2,Aotizhongxin,2016-07-01,Gelombang Panas
29491,11,18,120.0,120.0,10.0,20.0,600.0,217.0,34.8,993.3,21.8,0.0,SSW,3.7,Aotizhongxin,2016-07-01,Musim Panas
29492,11,19,133.0,133.0,9.0,23.0,600.0,215.0,34.1,993.5,21.5,0.0,SSW,3.5,Aotizhongxin,2016-07-01,Musim Panas
29493,11,20,117.0,117.0,8.0,26.0,600.0,184.0,33.4,993.7,21.2,0.0,SSW,2.4,Aotizhongxin,2016-07-01,Musim Panas
29494,11,21,94.0,94.0,6.0,29.0,500.0,153.0,32.9,994.0,22.1,0.0,SSW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29495,11,22,88.0,88.0,4.0,33.0,600.0,136.0,32.8,994.3,21.6,0.0,SSW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29496,11,23,57.0,57.0,6.0,28.0,400.0,122.0,32.5,994.3,21.4,0.0,SW,3.2,Aotizhongxin,2016-07-01,Musim Panas
29497,12,0,43.0,44.0,6.0,26.0,400.0,106.0,31.7,994.0,21.2,0.0,SSW,2.9,Aotizhongxin,2016-07-01,Musim Panas
29498,12,1,33.0,66.0,7.0,27.0,400.0,92.0,31.2,993.4,21.1,0.0,SSW,2.1,Aotizhongxin,2016-07-01,Musim Panas
29499,12,2,37.0,52.0,6.0,29.0,400.0,82.0,30.8,993.4,21.3,0.0,SSW,2.5,Aotizhongxin,2016-07-01,Musim Panas
29500,12,3,45.0,57.0,6.0,24.0,500.0,94.0,30.5,993.2,21.0,0.0,SW,2.5,Aotizhongxin,2016-07-01,Musim Panas
29501,12,4,42.0,62.0,6.0,22.0,500.0,83.0,30.1,993.3,21.2,0.0,SSW,1.2,Aotizhongxin,2016-07-01,Musim Panas
29502,12,5,47.0,63.0,7.0,28.0,600.0,72.0,29.9,993.6,21.3,0.0,SW,1.7,Aotizhongxin,2016-07-01,Musim Panas
29503,12,6,48.0,69.0,7.0,35.0,600.0,57.0,29.8,993.7,21.5,0.0,SSW,1.4,Aotizhongxin,2016-07-01,Musim Panas
29504,12,7,51.0,77.0,6.0,46.0,600.0,49.0,29.4,994.1,21.6,0.0,S,1.7,Aotizhongxin,2016-07-01,Musim Panas
29505,12,8,57.0,91.0,5.0,56.0,700.0,34.0,29.2,994.8,21.7,0.0,SSW,1.7,Aotizhongxin,2016-07-01,Musim Panas
29506,12,9,36.0,85.0,2.0,26.0,600.0,59.0,27.0,995.8,23.3,0.0,NW,2.4,Aotizhongxin,2016-07-01,Musim Panas
29507,12,10,27.0,27.0,2.0,26.0,600.0,55.0,26.7,996.5,22.5,0.0,N,2.1,Aotizhongxin,2016-07-01,Musim Panas
29508,12,11,24.0,29.0,2.0,28.0,600.0,54.0,26.5,997.1,22.6,0.0,NW,1.7,Aotizhongxin,2016-07-01,Musim Panas
29509,12,12,14.0,14.0,2.0,23.0,500.0,67.0,25.4,997.5,21.7,0.0,NW,3.0,Aotizhongxin,2016-07-01,Musim Panas
29510,12,13,7.0,17.0,2.0,22.0,500.0,73.0,25.7,997.3,22.2,0.1,WNW,1.8,Aotizhongxin,2016-07-01,Musim Panas
29511,12,14,12.0,12.0,2.0,23.0,500.0,88.0,25.9,996.6,21.6,0.0,NNW,2.6,Aotizhongxin,2016-07-01,Musim Panas
29512,12,15,11.0,11.0,2.0,23.0,500.0,86.0,26.1,997.0,21.3,0.1,NW,1.9,Aotizhongxin,2016-07-01,Musim Panas
29513,12,16,5.0,5.0,2.0,20.0,400.0,101.0,27.1,996.7,21.2,0.0,ENE,2.5,Aotizhongxin,2016-07-01,Musim Panas
29514,12,17,11.0,11.0,2.0,21.0,400.0,114.0,29.0,996.6,19.6,0.0,NE,2.0,Aotizhongxin,2016-07-01,Musim Panas
29515,12,18,11.0,11.0,2.0,20.0,300.0,125.0,29.5,996.8,19.5,0.0,NE,2.1,Aotizhongxin,2016-07-01,Musim Panas
29516,12,19,8.0,8.0,2.0,22.0,300.0,116.0,28.4,997.3,19.3,0.0,ENE,2.5,Aotizhongxin,2016-07-01,Musim Panas
29517,12,20,10.0,10.0,2.0,32.0,300.0,95.0,27.2,997.5,19.5,0.0,ENE,1.1,Aotizhongxin,2016-07-01,Musim Panas
29518,12,21,12.0,17.0,2.0,34.0,400.0,75.0,25.5,998.1,20.1,0.0,NE,0.8,Aotizhongxin,2016-07-01,Musim Panas
29519,12,22,14.0,14.0,2.0,43.0,400.0,58.0,25.2,998.3,20.5,0.0,NE,1.1,Aotizhongxin,2016-07-01,Musim Panas
29520,12,23,13.0,31.0,2.0,43.0,400.0,48.0,24.5,998.7,20.6,0.0,ENE,1.0,Aotizhongxin,2016-07-01,Musim Panas
29521,13,0,15.0,17.0,2.0,33.0,400.0,50.0,25.0,999.0,20.7,0.0,NE,1.3,Aotizhongxin,2016-07-01,Musim Panas
29522,13,1,10.0,10.0,2.0,35.0,400.0,43.0,24.4,999.2,20.5,0.0,NE,1.1,Aotizhongxin,2016-07-01,Musim Panas
29523,13,2,15.0,15.0,2.0,59.0,400.0,13.0,23.1,999.4,20.6,0.0,E,0.6,Aotizhongxin,2016-07-01,Musim Panas
